time,open,high,low,close,Volume,Volume MA,MA,MA,MA
1609459200,0.00473,0.00499,0.00464,0.00492,,,,,
1609473600,0.00492,0.005,0.00481,0.00484,,,,,
1609488000,0.00484,0.00492,0.00479,0.00492,,,,,
1609502400,0.00492,0.00501,0.00486,0.00486,,,,,
1609516800,0.00499,0.00522,0.0049,0.00522,,,,,
1609531200,0.00522,0.006,0.00522,0.00563,,,,,
1609545600,0.00563,0.00691,0.00556,0.00662,,,,,
1609560000,0.00678,0.008,0.00613,0.007,,,,,
1609574400,0.007,0.00747,0.00649,0.0074,,,,,
1609588800,0.0074,0.0095,0.00672,0.00852,,,,,
1609603200,0.00852,0.01326,0.00759,0.01186,,,,,
1609617600,0.01186,0.012,0.008,0.0106,,,,,
1609632000,0.0106,0.0115,0.00909,0.01111,,,,,
1609646400,0.01111,0.01298,0.01035,0.01202,,,,,
1609660800,0.01202,0.01337,0.0107,0.01301,,,,,
1609675200,0.01301,0.01382,0.0114,0.01239,,,,,
1609689600,0.01239,0.01239,0.00959,0.00959,,,,,
1609704000,0.00957,0.01097,0.00851,0.00963,,,,,
1609718400,0.00963,0.01157,0.00961,0.01071,,,,,
1609732800,0.01071,0.01109,0.00921,0.00938,,,,,
1609747200,0.00938,0.0109,0.0075,0.00875,,,,,
1609761600,0.00875,0.01059,0.0075,0.01025,,,,,
1609776000,0.01025,0.0106,0.009,0.00974,,,,,
1609790400,0.00974,0.01,0.00925,0.01,,,,,0.008522857142857143
1609804800,0.01,0.01012,0.00938,0.00938,,,,,0.008776666666666667
1609819200,0.00938,0.00999,0.00864,0.0087,,,,,0.009009999999999999
1609833600,0.0087,0.0098,0.0087,0.0098,,,,,0.009251904761904763
1609848000,0.0098,0.01,0.00912,0.00945,,,,,0.009467142857142858
1609862400,0.00945,0.0099,0.00901,0.00947,,,,,0.009632857142857143
1609876800,0.00947,0.0101,0.00903,0.0097,,,,,0.00983142857142857
1609891200,0.00996,0.01012,0.00959,0.0096,,,,,0.009966190476190476
1609905600,0.0096,0.011,0.00959,0.01038,,,,,0.010083809523809524
1609920000,0.01038,0.0104,0.00993,0.01038,,,,,0.010193333333333334
1609934400,0.01038,0.0105,0.0096,0.0097,,,,,0.010244761904761904
1609948800,0.0097,0.01094,0.0097,0.01,,,,,0.010174285714285716
1609963200,0.01,0.01052,0.00972,0.01033,,,,,0.010163809523809523
1609977600,0.01033,0.01069,0.00951,0.00951,,,,,0.010096666666666667
1609992000,0.00951,0.0105,0.00951,0.01014,,,,,0.01000047619047619
1610006400,0.01014,0.01014,0.0097,0.01,,,,,0.009872857142857143
1610020800,0.01,0.01092,0.0099,0.0101,,,,,0.009735714285714285
1610035200,0.0101,0.01092,0.00828,0.0099,,,,,0.009761904761904763
1610049600,0.0099,0.0109,0.009,0.00952,,,,,0.00977952380952381
1610064000,0.00952,0.00993,0.00875,0.00911,,,,,0.00975047619047619
