time,open,high,low,close,Volume,Volume MA,MA,MA,MA
1578009600,6976.1030327,7388.40362,6946.6297951,7330.6369927,3.55898,,,,
1578096000,7327.6045224,7479.42,7253.4378964,7330.0231982,1.829645,,,,
1578182400,7363.287571,7489.79504,7306.9032046,7353.25811,3.365345,,,,
1578268800,7329.9575164,7787.8225,7252.115,7740.114359,10.250183,,,,
1578355200,7771.1164245,8233.2705496,7682.115,8158.7229,29.517401,,,,
1578441600,8200.589385,8434.5150132,7861.1573274,8038.8087182,22.190158,,,,
1578528000,8006.538425,8017.641594,7745.98149,7806.6153599,21.89694,,,,
1578614400,7840.371945,8179.962,7675.18476,8173.935,3.934952,,,,
1578700800,8162.5425,8278.010252,7946.4100932,8035.222767,5.909842,,,,
1578787200,8010.7858425,8183.2673724,7949.1480635,8177.237937,5.135573,,,,
1578873600,8177.1644073,8196.355659,8053.1504838,8134.0717848,3.153253,,,,
1578960000,8114.1555208,8882.7922854,8092.8013292,8785.104984,32.767173,,,,
1579046400,8786.507175,8919.0989006,8567.4617859,8786.9959285,17.353857,,,,
1579132800,8814.967999,8845.561624,8567.21623,8735.5572124,10.94211,,,,
1579219200,8704.5102928,8998.4684252,8665.5842224,8908.8866,16.43333,,,,
1579305600,8936.72025,9000.150988,8813.6085,8925.518,14.642997,,,,
1579392000,8984.5275273,9216.6890204,8507.1055639,8690.5828436,34.269219,,,,
1579478400,8710.7068352,8775.6589296,8031.12709,8629.056119,61.213957,,,,
1579564800,8601.169185,8804.5679253,8366.155,8747.5420926,57.244242,,,,
1579651200,8732.0644,8790.012,8562.0033711,8640.77892,7.234232,18.14216945,,,
1579737600,8619.8374223,8658.2763018,8211.7911182,8311.149,16.972094,18.81282515,,,
1579824000,8364.1383216,8523.8473541,8190.9900896,8377.9707312,10.073295,19.225007649999995,,,
1579910400,8400.6171816,8425.9734325,8237.8216896,8349.1749984,6.49606,19.381543399999995,,,
1579996800,8328.2784968,8620.4491802,8269.9096,8591.3810664,5.839997,19.161034099999995,,,8259.038991757143
1580083200,8578.2664817,8982.343692,8543.2933288,8875.5423102,10.041794,18.187253749999993,,,8308.91202692381
1580169600,8875.864527,9374.81259,8852.5366025,9366.6641237,20.354689,18.095480299999995,,,8357.44306502857
1580256000,9387.786989,9467.28045,9204.4851572,9289.7244051,18.264025,17.913834549999994,,,8416.40130104762
1580342400,9273.6886744,9570.663027,9136.4727119,9482.7342,28.927134,19.163443649999994,,,8470.469298723809
1580428800,9507.2066264,9578.9473004,9146.3779176,9331.3326306,13.871029,19.561502999999995,,,8527.990309376191
1580515200,9294.0728112,9486.567,9226.3253838,9392.2925121,3.218111,19.465629899999993,,,8587.557723038095
1580601600,9330.6963952,9482.68361,9101.9259366,9351.0128544,8.810074,19.74847094999999,,,8667.3729059
1580688000,9316.7285241,9593.8465,9200.2411725,9297.3276832,14.976716,18.858948099999992,,,8722.487078785714
1580774400,9300.0553044,9354.0176702,9043.999117,9169.7953116,16.681366,18.825323549999993,,,8787.1094476
1580860800,9191.5551492,9864.5152394,9093.0981503,9612.3828072,28.317405,19.694088299999994,,,8843.003491285714
1580947200,9627.033312,9854.83157,9486.7595125,9735.8818446,12.99766,19.522304799999993,,,8898.396629304762
1581033600,9755.5971078,9879.20596,9680.87979,9791.05998,10.074407,19.293875299999993,,,8916.715216333334
1581120000,9809.1787737,9996.35,9668.3512,9898.1739792,6.446713,17.90274999999999,,,8956.019353414285
1581206400,9939.0421062,10198.474,9887.57417,10116.07896,9.199912,15.302047749999991,,,9003.653859709524
1581292800,10139.94432,10184.2620975,9680.6725,9853.3398362,16.507298,13.265200549999992,,,9045.6621159
1581379200,9830.6353134,10351.248,9670.9734002,10221.81192,27.669135,14.28694569999999,,,9091.979067290476
1581465600,10286.1730088,10485.680716,10090.7670895,10302.68078,26.658223,14.771252149999992,,,9159.859834738096
1581552000,10324.3992398,10543.27425,10001.1150252,10221.1639584,41.074392,16.321306999999994,,,9218.159059366668
1581638400,10200.6164196,10411.7200992,10003.0342462,10343.4081,27.715841,17.382296049999994,,,9288.362384480952
1581724800,10353.98592,10411.7200992,9771.7285,9898.05684,29.339565,18.557274449999994,,,9367.500568290476
1581811200,9864.036,10079.0198208,9618.9322312,9921.63375,38.368317,19.973600599999994,,,9458.453661547617
1581897600,9887.02107,9973.121547,9441.0063184,9668.6810002,41.629615,21.037346899999996,,,9552.045917204761
1581984000,9684.8673999,10295.91,9529.118676,10177.7526536,24.467001,21.347495699999993,,,9625.802195376189
1582070400,10171.7835205,10293.024,9358.9177947,9607.077196,24.794959,21.14088694999999,,,9689.147561261905
1582156800,9636.722,9732.7462253,9418.743308,9618.4338096,36.280594,22.261365199999993,,,9726.916070309522
1582243200,9587.5941325,9831.0872775,9540.593215,9683.3238432,16.894076,22.94516344999999,,,9765.539333638095
1582329600,9624.0605475,9730.284861,9527.6865625,9695.4394954,12.722981,23.14080879999999,,,9780.6513713
1582416000,9612.4585775,10032.181526,9612.4585775,9987.4625072,16.43576,23.21376099999999,,,9787.113257471428
1582502400,9977.540985,10040.313617,9447.0393963,9647.7518606,24.535299,23.60645764999999,,,9803.874743785715
1582588800,9608.547487,9717.7522893,9187.3037912,9325.5037968,31.358594,23.758517099999988,,,9818.310314419048
1582675200,9363.0698504,9392.0307129,8521.175,8781.8301854,61.499685,26.18361834999999,,9019.714258240001,9848.617440742857
1582761600,8766.2473125,9224.6424666,8532.63499,8799.36,39.594291,27.65961254999999,,9067.010308294,9865.304306333333
1582848000,8813.7469536,8953.011,8377.515,8707.39014,43.599004,29.517227099999992,,9120.159094474,9872.718996104762
1582934400,8710.6844496,8857.3795788,8497.976,8556.3312,19.577259,30.03609444999999,,9166.048969486,9833.168871257143
1583020800,8522.45514,8765.0530345,8355.613,8498.4877548,27.489221,30.585190599999994,,9197.756758242,9788.572592942857
1583107200,8497.56285,9030.1776096,8470.3451825,8868.3488424,49.587265,31.681097099999995,,9210.21890395,9736.969267228573
1583193600,8868.109842,9032.47425,8598.8575,8774.2965016,13.747165,31.035544199999993,,9225.429929586,9673.071992028572
1583280000,8797.2172452,8946.779658,8648.077074,8815.3196754,26.874259,30.325537549999996,,9243.445425188,9596.043839400001
1583366400,8825.84597,9277.125,8794.3038572,9140.8509516,39.92308,30.935899499999998,,9251.093349188,9549.139506361906
